2,0,0,0,0,90,0,1
0,0,0,0,0,98,0,1
0,0,0,0,0,52,0,1
0,6,38,0,0,0,0,0
0,2,35,0,0,0,0,0
0,0,42,0,0,0,0,0
0,0,43,0,0,0,0,0
0,2,41,0,0,0,0,0
0,9,43,0,0,0,0,0
0,3,37,0,0,0,0,0
0,4,35,1,0,0,0,0
2,0,42,1,0,0,0,0
0,1,30,6,0,0,0,0
0,5,40,0,0,0,0,0
0,2,40,0,0,0,0,0
0,0,41,0,0,0,0,0
0,0,40,0,0,0,0,0
0,2,37,0,0,0,0,0
0,6,33,0,0,0,0,0
0,4,36,0,0,0,0,0
0,3,37,0,0,0,0,0
0,1,35,0,0,0,0,0
0,3,33,1,0,0,0,0
0,0,59,1,0,0,0,0
0,0,71,0,0,0,0,0
0,6,52,0,0,0,0,0
0,0,45,0,0,0,0,0
0,3,39,4,0,0,0,0
0,0,61,0,0,0,0,0
0,0,90,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,63,0,0,0,0,0
8,16,23,0,0,10,0,1
0,4,8,0,0,70,0,1
0,21,8,0,0,0,0,1
2,21,0,0,0,0,0,1
0,18,0,0,0,0,0,1
0,16,3,0,0,20,0,1
0,8,0,0,0,60,0,1
0,16,0,0,0,0,0,1
3,15,8,0,0,0,0,1
0,12,40,0,0,0,0,1
0,0,85,0,0,0,0,1
0,0,96,0,0,0,0,1
0,2,90,0,0,0,0,1
0,0,89,0,0,0,0,1
0,9,37,0,0,0,0,1
0,11,41,0,0,0,0,1
0,8,39,0,0,0,0,1
1,0,85,0,0,0,0,1
0,9,39,0,0,0,0,1
0,11,34,0,0,0,0,1
0,8,41,0,0,0,0,1
0,9,58,0,0,0,0,1
0,1,88,0,0,0,0,1
0,6,68,0,0,0,0,1
0,3,84,0,0,0,0,1
0,2,76,0,0,0,0,1
0,0,79,0,0,0,0,1
0,0,90,0,0,0,0,1
0,6,71,0,0,0,0,1
0,12,28,0,0,0,0,1
0,3,55,0,0,0,0,1
0,6,54,0,0,0,0,1
0,10,48,0,0,0,0,1
0,4,48,0,0,0,0,1
0,4,48,0,0,0,0,1
0,7,48,0,0,0,0,1
0,7,29,0,0,0,0,1
0,1,87,0,0,0,0,1
0,4,17,0,0,52,0,1
0,4,19,0,0,28,0,1
0,14,30,0,0,0,0,1
0,2,50,0,0,0,0,1
0,8,52,0,0,0,0,1
0,5,57,0,0,0,0,1
0,5,37,0,0,0,0,1
0,1,54,0,0,0,0,1
0,9,57,0,0,0,0,1
0,0,60,0,0,0,0,1
0,2,76,0,0,0,0,1
0,2,66,0,0,0,0,1
0,2,74,0,0,0,0,1
0,2,58,0,0,0,0,1
0,2,74,0,0,0,0,1
0,11,44,0,0,0,0,1
0,3,46,0,0,0,0,1
0,3,36,0,0,0,0,1
0,2,35,0,0,0,0,1
0,3,34,6,0,0,0,1
0,4,38,0,0,0,0,1
0,8,20,0,0,0,0,1
1,9,27,0,0,0,0,1
0,2,49,0,0,0,0,1
0,0,100,0,0,0,0,1
0,1,83,0,0,0,0,1
0,7,33,0,0,0,0,1
2,7,33,2,0,0,0,1
0,9,41,1,0,0,0,1
0,3,22,7,0,0,0,1
0,0,63,0,0,0,0,1
0,1,52,0,0,0,0,1
0,0,32,0,0,0,0,1
0,0,21,0,0,0,0,1
0,0,37,0,0,0,0,1
2,0,95,0,0,0,0,1
0,0,99,0,0,0,0,1
0,0,98,0,0,0,0,1
0,0,93,0,0,0,0,1
1,0,33,0,0,0,0,1
0,0,7,0,0,0,0,1
5,0,6,18,0,28,0,1
8,0,4,0,0,75,0,1
1,3,7,0,0,57,0,1
0,1,64,0,0,0,0,1
0,0,63,0,0,0,0,1
0,1,72,0,0,0,0,1
0,4,28,0,0,18,0,1
0,1,11,0,0,62,0,1
3,2,32,0,0,0,0,1
1,1,17,0,0,0,0,1
4,0,0,0,0,40,40,0
2,0,0,0,0,46,45,0
2,0,0,0,0,14,15,0
2,13,30,0,0,0,0,0
0,2,45,0,0,0,0,0
0,6,43,1,0,0,0,0
0,2,43,0,0,0,0,0
0,2,42,0,0,0,0,0
0,5,42,3,0,0,0,0
0,1,36,0,0,0,0,0
0,3,44,0,0,0,0,0
0,0,44,2,0,21,0,0
0,0,8,0,0,86,0,0
0,2,19,0,0,52,0,0
0,1,38,0,0,0,0,0
0,1,40,0,0,0,0,0
0,1,31,0,0,20,0,0
0,1,14,0,0,61,0,0
0,0,16,0,0,75,0,0
0,0,12,0,0,44,0,0
0,0,4,0,0,85,0,0
2,6,2,0,0,80,0,0
0,1,44,0,0,0,0,0
0,4,23,0,0,33,0,0
0,6,37,0,0,0,0,0
0,2,44,0,0,0,0,0
0,0,21,1,0,25,0,0
0,0,12,0,0,32,0,0
0,1,17,0,0,42,0,0
0,0,23,0,0,50,0,0
0,0,21,0,0,62,0,0
0,0,8,0,0,84,0,0
0,0,9,0,0,35,0,0
1,44,4,0,0,0,0,1
6,15,31,0,0,0,0,1
0,20,18,0,0,0,0,1
0,16,56,0,0,0,0,1
2,22,18,0,0,0,0,1
5,15,28,0,0,0,0,1
0,5,50,0,0,0,0,1
0,1,91,0,0,0,0,1
0,3,59,0,0,0,0,1
0,2,75,0,0,0,0,1
0,1,84,0,0,0,0,1
0,1,68,0,0,0,0,1
0,1,90,1,0,0,0,1
0,0,100,0,0,0,0,1
0,3,63,0,0,0,0,1
0,0,90,0,0,0,0,1
0,1,93,0,0,0,0,1
0,0,98,0,0,0,0,1
0,1,98,0,0,0,0,1
0,0,99,0,0,0,0,1
0,0,100,0,0,0,0,1
0,0,100,0,0,0,0,1
0,0,86,0,0,0,0,1
0,1,98,0,0,0,0,1
0,5,36,0,0,0,0,1
0,0,51,0,0,0,0,1
0,6,52,0,0,0,0,1
0,0,100,0,0,0,0,1
0,0,100,0,0,0,0,1
0,1,98,0,0,0,0,1
0,0,100,0,0,0,0,1
0,0,100,0,0,0,0,1
0,0,100,0,0,0,0,1
0,0,100,0,0,0,0,1
1,5,63,2,0,0,0,1
0,17,29,0,0,0,0,1
0,1,88,0,0,0,0,1
0,7,42,0,0,0,0,1
0,4,4,0,0,0,0,1
3,5,27,0,0,0,0,0
0,4,45,0,0,0,0,0
0,4,45,0,0,0,0,0
0,0,74,0,0,0,0,0
0,0,88,0,0,0,0,0
0,0,81,0,0,0,0,0
0,0,82,0,0,0,0,0
0,1,74,0,0,0,0,0
0,1,52,0,0,0,0,0
1,4,28,0,0,0,0,0
0,1,42,0,0,0,0,0
0,2,39,0,0,0,0,0
0,1,37,0,0,0,0,0
0,1,35,0,0,0,0,0
0,2,37,0,0,0,0,0
0,0,93,0,0,0,0,0
0,0,89,0,0,0,0,0
0,0,96,0,0,0,0,0
1,1,59,0,0,0,0,0
0,1,60,0,0,0,0,0
0,3,73,0,0,0,0,0
0,0,55,0,0,0,0,0
0,1,33,0,0,0,0,0
0,2,59,0,0,0,0,0
0,2,44,0,0,0,0,0
0,5,36,0,0,0,0,0
0,0,34,0,0,0,0,0
0,0,20,0,0,0,0,0
0,0,39,0,0,0,0,0
0,1,63,0,0,0,0,0
0,0,89,0,0,0,0,0
0,0,84,0,0,0,0,0
0,0,95,0,0,0,0,0
0,1,89,0,0,0,0,0
0,0,47,0,0,0,0,0
0,0,100,0,0,0,0,0
1,0,73,0,0,0,0,0
0,0,94,0,0,0,0,0
0,0,83,0,0,0,0,0
0,1,46,0,0,0,0,0
0,0,78,0,0,0,0,0
0,0,81,0,0,0,0,0
0,2,45,0,0,0,0,0
3,1,38,0,0,0,0,0
3,0,53,0,0,0,0,0
2,5,38,0,0,0,0,0
0,0,66,0,0,0,0,0
0,1,86,2,0,0,0,0
0,0,87,0,0,0,0,0
0,0,96,0,0,0,0,0
0,0,84,0,0,0,0,0
0,0,97,0,0,0,0,0
0,0,96,0,0,0,0,0
0,0,96,0,0,0,0,0
0,1,75,0,0,0,0,0
0,0,78,0,0,0,0,0
0,0,93,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,96,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,99,0,0,0,0,0
0,0,95,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,98,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,1,75,0,0,0,0,0
1,0,62,2,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,98,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,85,0,0,0,0,0
1,0,67,2,0,0,0,0
0,0,100,0,0,0,0,0
0,0,100,0,0,0,0,0
0,0,98,0,0,0,0,0
0,0,100,0,0,0,0,0
0,1,95,0,0,0,0,0
0,0,95,0,0,0,0,0
0,0,26,0,0,0,0,0
1,5,37,0,0,0,0,0
0,0,77,0,0,0,0,0
0,0,79,0,0,0,0,0
0,0,76,0,0,0,0,0
0,0,80,0,0,0,0,0
0,0,90,0,0,0,0,0
0,0,85,0,0,0,0,0
0,0,99,0,0,0,0,0
0,0,55,0,0,0,0,0
0,0,79,0,0,0,0,0
0,0,96,0,0,0,0,0
0,0,95,0,0,0,0,0
0,0,82,0,0,0,0,0
0,0,91,0,0,0,0,0
0,0,98,0,0,0,0,0
0,0,93,0,0,0,0,0
0,0,91,0,0,0,0,0
0,0,72,0,0,0,0,0
0,0,43,0,0,0,0,0
0,0,31,0,0,0,0,0
0,4,45,0,0,0,0,0
0,1,54,0,0,0,0,0
0,2,60,0,0,0,0,0
1,2,53,0,0,0,0,0
0,1,51,0,0,0,0,0
0,0,56,0,0,0,0,0
5,1,54,1,0,0,0,0
4,1,47,0,0,0,0,0
1,0,23,17,0,0,0,0
0,0,15,11,0,0,0,0
